"Kod";"Nazwa";"Rodzaje produktów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2002";12,16;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2003";10,91;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2004";12,65;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2005";11,90;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2006";11,80;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2007";12,02;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2008";12,84;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2009";13,51;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2010";12,13;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2011";12,78;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2012";14,12;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2013";13,98;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2014";13,30;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2015";12,48;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2016";12,79;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2017";13,42;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2018";13,05;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2019";14,38;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"1999";6,94;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2000";7,74;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2001";8,75;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2002";8,68;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2003";7,26;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2004";8,55;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2005";8,46;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2006";8,45;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2007";8,63;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2008";9,21;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2009";10,68;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2010";10,23;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2011";10,74;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2012";12,65;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2013";12,93;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2014";12,48;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2015";12,06;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2016";12,39;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2017";13,93;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2018";13,86;"zł";"";
0000000;"POLSKA";"mięso  wieprzowe (boczek surowy) - za 1kg";"2019";14,92;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"1999";8,13;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2000";8,92;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2001";9,57;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2002";9,67;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2003";9,82;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2004";12,42;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2005";14,40;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2006";15,13;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2007";15,84;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2008";17,31;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2009";19,01;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2010";19,00;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2011";21,60;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2012";25,51;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2013";25,95;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2014";25,07;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2015";24,82;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2016";25,11;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2017";25,30;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2018";25,79;"zł";"";
0000000;"POLSKA";"mięso wołowe z kością (rostbef) - za 1kg";"2019";25,92;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"1999";10,62;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2000";11,80;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2001";12,53;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2002";12,55;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2003";12,54;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2004";15,49;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2005";18,50;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2006";19,62;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2007";20,49;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2008";21,30;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2009";22,38;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2010";22,48;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2011";25,30;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2012";29,04;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2013";29,29;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2014";28,79;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2015";28,77;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2016";28,84;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2017";28,94;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2018";29,38;"zł";"";
0000000;"POLSKA";"mięso wołowe bez kości (z udźca) - za 1kg";"2019";29,57;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"1999";4,71;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2000";5,06;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2001";5,24;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2002";4,36;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2003";4,58;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2004";4,97;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2005";4,90;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2006";4,23;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2007";5,41;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2008";5,37;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2009";5,88;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2010";5,48;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2011";6,39;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2012";6,50;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2013";6,55;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2014";6,32;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2015";6,07;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2016";5,92;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2017";6,05;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2018";6,22;"zł";"";
0000000;"POLSKA";"kurczęta patroszone - za 1kg";"2019";6,22;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"1999";16,35;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2000";17,77;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2001";19,02;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2002";18,72;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2003";17,51;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2004";18,73;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2005";17,74;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2006";17,54;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2007";18,25;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2008";19,37;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2009";20,73;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2010";20,81;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2011";20,62;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2012";21,55;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2013";22,12;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2014";22,20;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2015";22,08;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2016";22,04;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2017";23,06;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2018";23,97;"zł";"";
0000000;"POLSKA";"kiełbasa "Myśliwska" sucha - za 1kg";"2019";25,98;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"1999";8,28;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2000";9,26;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2001";10,54;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2002";10,77;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2003";9,63;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2004";11,34;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2005";11,35;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2006";10,98;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2007";10,93;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2008";11,60;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2009";12,53;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2010";12,57;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2011";13,13;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2012";14,85;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2013";15,41;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2014";15,55;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2015";15,52;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2016";15,76;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2017";17,14;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2018";17,62;"zł";"";
0000000;"POLSKA";"boczek wędzony z żeberkami - za 1kg";"2019";19,06;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"1999";15,34;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2000";16,27;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2001";17,18;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2002";16,73;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2003";14,66;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2004";15,68;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2005";15,67;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2006";15,75;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2007";15,89;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2008";16,45;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2009";17,68;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2010";17,81;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2011";18,36;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2012";19,80;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2013";20,13;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2014";20,21;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2015";19,89;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2016";20,00;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2017";20,67;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2018";20,68;"zł";"";
0000000;"POLSKA";"szynka wieprzowa gotowana - za 1kg";"2019";22,42;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"1999";13,82;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2000";14,92;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2001";15,56;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2002";15,00;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2003";13,25;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2004";14,50;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2005";14,20;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2006";13,96;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2007";14,21;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2008";14,68;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2009";15,48;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2010";15,34;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2011";15,74;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2012";16,92;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2013";17,65;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2014";17,98;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2015";17,70;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2016";17,91;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2017";18,80;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2018";19,10;"zł";"";
0000000;"POLSKA";"baleron gotowany - za 1kg";"2019";20,44;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"1999";5,47;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2000";6,19;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2001";6,76;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2002";6,36;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2003";5,71;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2004";6,35;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2005";6,61;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2006";6,57;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2007";6,57;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2008";7,13;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2009";8,13;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2010";8,35;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2011";8,66;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2012";9,93;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2013";10,40;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2014";10,54;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2015";10,51;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2016";10,57;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2017";11,42;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2018";11,94;"zł";"";
0000000;"POLSKA";"salceson "Włoski" - za 1kg";"2019";12,84;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"1999";3,40;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2000";3,89;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2001";4,30;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2002";4,17;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2003";3,96;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2004";4,62;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2005";4,68;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2006";4,53;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2007";4,64;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2008";5,22;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2009";6,32;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2010";6,38;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2011";6,63;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2012";7,31;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2013";7,54;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2014";7,55;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2015";7,45;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2016";7,60;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2017";8,34;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2018";8,60;"zł";"";
0000000;"POLSKA";"kiszka kaszana jęczmienna - za 1kg";"2019";9,41;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"1999";2,78;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2000";2,91;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2001";3,08;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2002";3,07;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2003";2,71;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2004";2,69;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2005";2,63;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2006";2,37;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2007";2,26;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2008";2,53;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2009";2,90;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2010";2,93;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2011";2,37;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2012";2,46;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2013";2,48;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2014";2,39;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2015";2,31;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2016";2,31;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2017";2,41;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2018";2,43;"zł";"";
0000000;"POLSKA";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2019";2,46;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"1999";;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2000";;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2001";;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2002";;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2003";;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2004";8,18;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2005";8,01;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2006";9,06;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2007";9,57;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2008";9,51;"zł";"";
0000000;"POLSKA";"pstrąg świeży niepatroszony - za 1 kg";"2009";10,26;"zł";"";
